,text,label
903,1534 positive cases and 9 deaths in Russia... lockdown ആണ് അവിടെ... പറയുമ്പോൾ ഒന്നുകൂടി അന്വേഷിക്കുന്നത് നല്ലതായിരിക്കും... bio weapon ആണോ എന്നറിയില്ല... ചൈന ആയതുകൊണ്ട് അതും പ്രതീക്ഷിക്കാം... പക്ഷെ റഷ്യ യിൽ കൊറോണ ഉണ്ടെന്നതിൽ doubt ഇല്ല... പിന്നെ north Korea  എന്തുണ്ടായാലും പുറത്ത് ന്യൂസ് വിടില്ല...,Fake
3013,കോവിഡ് ഫണ്ട് എടുത്ത് മോങ്ങിജി പുട്ടടിച്ചോന്ന്  കോടതി. ഇതിലും വലിയ കൊലച്ചതിയോ ?,Fake
375,Pls...leave it ...from my bottom of heart.,Fake
1980,കുമ്പമേളയെ കുറ്റം പറയുമ്പോൾ സൂക്ഷിക്കണം,Fake
2176,Musilm.   Verotham,Fake
1845,അൻ്റെ &#39;ശ്രദ്ധയിൽ പെട്ടിട്ടില്ല. തിരുവാതിരക്കളിയുടെ വില കളഞ്ഞു. ഇനി 4 വർഷം കഴിഞ്ഞല്ലെ ഇവർക്ക് വോട്ട് ചെയ്യാൻ പറ്റു എന്നാലോചിക്കുമ്പോഴാണ് ഒരു വിഷമം.,original
3410,ഈ പെണ്ണുങ്ങൾക്ക് എന്താ തൂറാൻ മുറുടുന്നുണ്ടോ,original
2714,Ethra kandalum kondalum padikkilla pavam pravasikal....,original
4184,മൂന്ന് തലമുറ പിന്നിലേക്ക് പോയാൽ അന്നത്തെ മനുഷ്യർ <br>പാരമ്പര്യ വൈദ്യൻമാരെയാണ്<br>സമീപിച്ചിരുന്നത്.<br>അവർ നല്ല ആരോഗ്യമുള്ള ജനതയായിരുന്നു<br>അവർക്ക് മരണ ഭയമോ രോഗ ഭയമോ ഇല്ലായിരുന്നു.,Fake
3339,കൊറോണ  എത്രയും വേഗം മാറട്ടെ..,Fake
3682,സാധരക്കാരെ കൊല്ലാൻ സാദാരണക്കാരന്റെ സർക്കാർ 😭😭😭,original
5019,ഇൗ thumbnail corona virus inu വായിക്കാൻ kazhiyumaarunnengil അത് 😄😄😄😄😄,Fake
3496,ലേശം ഉളുപ്പ് 😂,original
2235,Nanam ketta parishakal,original
2297,ഇനി മാറ്റി മാറ്റി പറയരുത്. <br>ജനങ്ങൾ വലിയവനും  ചെറിയവനും ഒരുപോലെ ആയി ജാതി മത വിത്യാസമെന്യേ... മാറ്റം വരും.. മരുന്നും കണ്ടു പിടിക്കും.. എല്ലാം കാണുന്ന ദൈവം ഉണ്ടല്ലോ <br>ഇങ്ങിനെയുള്ള. പോസിറ്റീവ് news ആവണം.. നിങ്ങൾ സംഘികളിൽ നിന്നും മോചനം നേടണം.. എങ്കിലേ.. നിങ്ങൾ k ഒരു പുരോഗതി ഉണ്ടാകൂ.. സംഘികളിൽ കൂടുതൽ വിവരം ഇല്ലാത്തവരും കപട ഭക്തരും. Isispole.. അവരും കൊലപാതകികൾ,Fake
4284,തിരുവാതിര എന്ന കലയെ മാനം കെടുത്തല്ലേ ഇത് കൈ കൊട്ടി കളി അല്ലങ്കിൽ ചവിട്ടു നാടകം അത്ര മതി,original
1463,നാണം  കേട്ട  പാർട്ടികാർ  അവർക്കു  എന്തും  ആകാം കഷ്ടം,original
3749,Nice,Fake
3832,ഈ നാശങ്ങൾ <br>നാടിന്റ ശാപം <br>വിവര ദോഷികൾ,Fake
1263,കാലത്തിനു അനുസരിച്ചു കോറോണക്കും മാറേണ്ടി വരും അല്ലെങ്കിൽ കാലചക്രം കോ റോണയേയും പുറകോട്ടു അടിച്ചു മാറ്റും,Fake
3192,ചൈനക്കാരെ വിശ്വസിക്കാൻ പറ്റില്ല.,Fake
2165,It was clearly evident..,Fake
4821,നിങ്ങൾ വിളമ്പുന്നു. ഞങ്ങൾ ഉണ്ണുന്നു.<br>ഇനി ചോറില്ലേ...<br>ഞങ്ങൾ ഉറങ്ങുന്നു.,Fake
4345,China ye nashipikuka thanne venam...ingne oru nariya pani avar kanichenkil avar athrakum manasakshi illathavaranu..kollanam avanmare...,Fake
3144,"Your speech is marvelous, and you are saying the truth, it may cost your life, because you are saying against Pinarayi Sarkari,, they can do anything, god bless you, you are like a brother",Fake
3298,Ammaavanu aduppilumaavaam,original
244,This is old. Nothing special.,Fake
2814,രണ്ടാം വരവ് ഇലക്ഷൻ സമയത്ത് കഴിഞ്ഞു ഇത് മൂന്നാം വരവ്,Fake
245,ഈ പത്രക്കർക്ക് വെറെ വിഷയം  കിട്ടി യില്ലഎങ്കിൽ  ഇത്‌  തന്നെ  വാർത്ത,Fake
1804,വളരെ വ്യക്തമായ വിശകലനം..,Fake
2032,According to Dr.B.M Hegade all our body cells are replaced in 6 to one year time.Therefore food is our medicine and no need of pharmaceutical medicine unless in in emergency like an accident.,Fake
2591,Aaah common everybody,original
2898,Remove chief minister of Modi from India,Fake
1198,"മറുനാടൻ പറഞ്ഞതൊക്കെ അമേരിക്കയുടേയും ബ്രിട്ടന്റേയും ശിരസിൽ ചാർത്തി ക്കൊടുക്കാവുന്നതാണ്. രണ്ടു സാമ്രാജ്യത്ത രാജ്യങ്ങൾ.. ലോകത്തിന് ഇവർ ചെയ്തപോലൊരു ദ്രോഹം ഒരു രാജ്യങ്ങളും ചെയ്തിട്ടില്ല, ഇവർക്കുണ്ടെന്നു ലോകത്തെ ധരിപ്പിച്ച ശാസ്ത്ര നേട്ടങ്ങൾ ചായക്കോപ്പയിലെ കൊടുങ്കാറ്റായിരുന്നു എന്നത് കൊറോണ ലോകത്തിനു മുന്നിൽ തുറന്നു കാണിച്ചിരിയ്ക്കുന്നു.. U N<br>യെ ചൊൽപ്പടിക്കു നിർത്തി ഇത്രയും കാലം ഇവർ ലോകത്തെ<br>പറ്റിച്ചു കൊണ്ടിരിക്കുകയായിരുന്നു. കൊച്ചു ക്യൂബയ്ക്കെതിരെ ഉപരോധം ഏർപ്പെടുത്തിക്കൊണ്ട്<br>ക്യൂബയുടെ ശാസ്ത്ര നേട്ടങ്ങൾ<br>യു എനും അമേരിക്കയും കൂടി ലോകത്തിനു മുന്നിൽ മറച്ചുപിടിച്ചു. <br>എന്നാൽ വർഷങ്ങൾക്കു മുൻപേ ക്യൂബ കണ്ടുപിടിച്ച വെെറസ് മരുന്ന്<br>കൊറോണയ്ക്കെതിരെ അവർ ഫലപ്രദമായി ഉപയോഗിയ്ക്കുന്നു.. <br>എന്തിനു ക്യൂബ പണ്ടേ കോവിഡ് മരുന്നു കണ്ടുപിടിച്ചു എന്ന സത്യത്തിലേയ്ക്ക് ഒന്ന് എത്തിനോക്കിയാൽ അറിയാൻ കഴിയും, എന്നേ അമേരിക്ക ക്യൂബയ്ക്കെതിരായി വെെറസ് യുദ്ധം തുടങ്ങി കഴിഞ്ഞെന്ന ദുഃഖസത്യം.. <br>അപ്പോൾ &quot;വളെടുത്തവൻ തന്നെയാണ് വാളാൽ നശിയ്ക്കുന്നത്&quot; എന്ന സത്യം മനസ്സിലാക്കുക.. അമേരിക്ക ഇന്ന് കോവിഡ് ദുരന്തത്തിന്റെ മുന്നിലാണ്.. <br><br>പാശ്ചാത്യാനുകൂല പപ്പരാസികൾ<br>വിസർജിച്ചിടുന്നത് നേരേയെടുത്തു<br>വിഴുങ്ങുന്നതിനു മുൻപ് തലച്ചോറൊന്നു പ്രവർത്തിപ്പിക്കുന്നത് എന്തുകൊണ്ടും നല്ലതാണ് മറുനാടാ..",Fake
2453,ഇനി റഷ്യയിലെ കൊറോണ അച്ചായൻ ആണോ,Fake
2191,Irresponsibility of USA and Europe cause all trouble,Fake
3255,Edhoke verum media darma Anu <br>Japan Anu Corona create chiethe .<br>USA Anu ethinu munill <br>See Homer Simpson cartoon series,Fake
3160,Please take homeopathic  Arsenic Alba 30 as preventive for corona.  Proven,Fake
4617,ഭരണാധികാരികൾ ഉത്തരവാദിത്വം നിറവേറ്റട്ടെ,Fake
3950,ചൈന മനുഷ്യരാശിയെ മുഴുവൻ നശിപ്പിച്ചു ലോകത്തിലെ ഏറ്റവും വലിയ സാമ്പത്തിക രാജ്യമായി ഉയർത്താൻ ചെയ്ദ ജൈവാ യുധം  ആയിരിക്കില്ലേ ഇത്.?,Fake
3552,Chainees വയറസ്,Fake
1865,Prevasik konathile quarantine,original
3627,"കൊട്ടും കുരവയും തിരുവാതിരയുമായ് തൊഴിലാളി വർഗ്ഗത്തിനാവേശമായി പാർട്ടി സമ്മേളനങ്ങൾ പൂർത്തീകരിച്ചാനന്ദ &quot;കോൺഗ്രസിലേക്ക് &quot;സഹിക്കുവാനാവില്ല ഒരു വാർഡു സമ്മേളനം നടത്താനാവാത്തവർക്ക്, തടയാനാവില്ല കൊലക്കും കൊലവിളികൾക്കും,, പുതു ഭാരതത്തിൻ്റെ സൃഷ്ടി ഉറപ്പാക്കി മുന്നേറുന്നൊരു സമ്മേളനക്കാന്തികുറക്കുവാനാർക്കുമോർക്കുക,,,,അഭിവാദനങ്ങൾ",original
1441,"ചിരിക്കാതെ എന്ത് പറയാൻ... മെഗാ തിരുവാതിര, പാർട്ടി സമ്മേളനങ്ങൾ, ലുല്ലുമാൾ ഉത്ഘാടനം with ജനസാഗര shopping എന്ന്-വേണ്ടാ സർവത്രകലാപരിപാടികളും കണ്ടില്ലാ കേട്ടില്ല എന്നൊക്കെ നടിച്ചിട്ട്, ഇനിയിപ്പോൾ വലിയ വലിയ കരുതലുകാരായി, സംരക്ഷകരായി സർക്കാര് മാറും അല്ലേ..??? എല്ലാംകൂടി അടച്ചു പൂട്ടിച്ചു സാധാരണക്കാരായവരെ പണ്ടാരമടക്കും ചർക്കാർ ഉദ്യോഗസ്ഥർക്കും രാഷ്ട്രീയക്കാർക്കും ശമ്പളം മറ്റ് ആനുകൂല്യങ്ങളും മുടങ്ങത്തുമില്ല അല്ലേ.??",original
